subject,repetition,window_id,start_sample,end_sample,label,gesture_id,gesture_name,action_ratio,n_rr,mean_hr_bpm,std_hr_bpm,mean_rr_ms,sdnn_ms,rmssd_ms,pnn50_pct
S09,5,25,120169,125169,REST,-1,REST,0.051,13,85.26,10.21,713.08,81.50,36.62,16.67
S09,5,26,125169,130169,GESTURE,8,Tripod Grasp,1.000,13,81.23,7.96,744.77,65.56,46.05,16.67
S09,5,27,130169,135169,GESTURE,8,Tripod Grasp,0.670,12,80.65,5.72,747.67,55.18,33.06,27.27
S09,5,28,135169,140169,GESTURE,8,Tripod Grasp,0.941,12,81.00,3.75,742.33,36.10,23.70,0.00
S09,5,29,140169,145169,REST,-1,REST,0.026,14,86.62,3.96,694.14,32.50,18.73,0.00
S09,5,30,145169,150169,GESTURE,1,Hand Close,1.000,13,83.11,3.55,723.23,31.35,32.84,16.67
S09,5,31,150169,155169,GESTURE,1,Hand Close,0.673,12,79.25,4.57,759.67,46.04,26.83,0.00
S09,5,32,155169,160169,GESTURE,1,Hand Close,0.948,12,81.22,6.30,743.33,62.66,29.95,18.18
S09,5,33,160169,165169,REST,-1,REST,0.028,13,83.56,4.33,720.00,39.87,26.65,16.67
S09,5,34,165169,170169,GESTURE,9,Flexion of Thumb,1.000,13,82.23,6.32,733.85,56.86,29.86,0.00
S09,5,35,170169,175169,GESTURE,9,Flexion of Thumb,0.673,12,80.30,4.58,749.67,44.42,33.49,9.09
S09,5,36,175169,180169,GESTURE,9,Flexion of Thumb,0.945,12,78.30,6.52,771.17,61.36,30.43,9.09
S09,5,37,180169,185169,REST,-1,REST,0.025,14,86.91,7.52,695.57,62.34,23.31,0.00
S09,5,38,185169,190169,GESTURE,6,Cut Something,1.000,15,93.68,3.65,641.47,26.07,20.74,0.00
S09,5,39,190169,195169,GESTURE,6,Cut Something,0.669,13,83.26,7.29,726.15,65.85,38.53,25.00
S09,5,40,195169,200169,GESTURE,6,Cut Something,0.968,13,84.83,5.85,710.62,50.75,25.21,0.00
S09,5,41,200169,205169,REST,-1,REST,0.002,13,86.49,4.18,695.38,36.64,18.32,0.00
S09,5,42,205169,210169,GESTURE,3,Wrist Flexion,1.000,13,81.29,3.98,739.85,37.64,32.02,0.00
S09,5,43,210169,215169,GESTURE,3,Wrist Flexion,0.663,12,81.83,3.39,734.50,31.66,23.11,0.00
S09,6,1,266,5266,REST,-1,REST,0.000,13,80.29,3.35,748.62,33.04,39.73,16.67
S09,6,2,5266,10266,REST,-1,REST,0.000,12,79.32,3.37,757.83,33.41,23.53,0.00
S09,6,3,10266,15266,REST,-1,REST,0.000,14,87.26,4.64,689.57,37.97,27.29,0.00
S09,6,4,15266,20266,REST,-1,REST,0.000,13,84.76,6.08,711.54,53.54,26.36,0.00
S09,6,5,20266,25266,REST,-1,REST,0.012,13,88.66,5.42,679.38,44.84,28.91,8.33
S09,6,6,25266,30266,GESTURE,1,Hand Close,1.000,14,85.21,2.64,704.86,23.03,21.65,0.00
S09,6,7,30266,35266,GESTURE,1,Hand Close,0.669,12,81.11,2.22,740.33,21.15,21.21,0.00
S09,6,8,35266,40266,GESTURE,1,Hand Close,0.978,13,80.64,4.41,746.15,40.66,25.27,8.33
S09,6,9,40266,45266,REST,-1,REST,0.000,13,83.63,4.07,719.08,35.64,33.62,8.33
S09,6,10,45266,50266,GESTURE,7,Flexion of Little Finger,0.997,12,81.36,10.54,753.50,131.41,168.64,18.18
S09,6,11,50266,55266,GESTURE,7,Flexion of Little Finger,0.666,13,83.67,9.96,726.62,83.28,30.81,16.67
S09,6,12,55266,60266,GESTURE,7,Flexion of Little Finger,0.822,13,86.96,7.40,694.92,60.56,40.75,25.00
S09,6,13,60266,65266,REST,-1,REST,0.153,13,83.87,3.52,716.62,31.16,29.08,8.33
S09,6,14,65266,70266,GESTURE,6,Cut Something,1.000,14,92.13,8.39,657.29,68.78,30.93,15.38
S09,6,15,70266,75266,GESTURE,6,Cut Something,0.678,13,83.41,6.10,723.08,53.64,35.83,16.67
S09,6,16,75266,80266,GESTURE,6,Cut Something,0.830,13,82.02,2.34,732.15,21.55,23.91,8.33
S09,6,17,80266,85266,REST,-1,REST,0.138,12,81.52,4.93,738.67,45.65,26.38,0.00
S09,6,18,85266,90266,GESTURE,9,Flexion of Thumb,1.000,12,76.49,4.10,786.67,44.35,42.92,18.18
S09,6,19,90266,95266,GESTURE,9,Flexion of Thumb,0.671,12,78.68,5.77,766.83,60.45,46.41,18.18
S09,6,20,95266,100266,GESTURE,9,Flexion of Thumb,0.843,13,82.30,5.61,732.62,54.06,29.62,8.33
S09,6,21,100266,105266,REST,-1,REST,0.126,13,84.90,6.85,711.23,58.30,37.51,16.67
S09,6,22,105266,110266,GESTURE,5,Pointing Index,1.000,14,93.08,6.75,648.14,50.92,27.43,0.00
S09,6,23,110266,115266,GESTURE,5,Pointing Index,0.670,13,82.66,8.90,734.62,85.00,29.91,8.33
S09,6,24,115266,120266,GESTURE,5,Pointing Index,0.857,12,80.60,3.43,745.83,34.02,28.72,9.09
S09,6,25,120266,125266,REST,-1,REST,0.110,12,79.56,2.85,755.17,28.47,19.63,0.00
S09,6,26,125266,130266,GESTURE,4,Wrist Extension,1.000,14,87.36,8.16,693.00,69.36,40.89,23.08
S09,6,27,130266,135266,GESTURE,4,Wrist Extension,0.673,14,92.09,10.01,659.14,72.81,47.16,23.08
S09,6,28,135266,140266,GESTURE,4,Wrist Extension,0.877,12,76.60,5.54,787.17,55.53,35.15,9.09
S09,6,29,140266,145266,REST,-1,REST,0.097,13,86.34,2.57,695.54,21.59,20.55,0.00
S09,6,30,145266,150266,GESTURE,2,Hand Open,1.000,13,84.87,5.29,709.85,48.02,24.62,0.00
S09,6,31,150266,155266,GESTURE,2,Hand Open,0.667,13,82.75,3.84,726.62,34.74,33.01,16.67
S09,6,32,155266,160266,GESTURE,2,Hand Open,0.893,13,82.72,7.87,731.69,69.41,37.58,8.33
S09,6,33,160266,165266,REST,-1,REST,0.073,12,78.60,4.20,765.50,42.59,32.29,9.09
S09,6,34,165266,170266,GESTURE,3,Wrist Flexion,1.000,12,78.72,8.32,770.33,80.26,39.37,27.27
S09,6,35,170266,175266,GESTURE,3,Wrist Flexion,0.670,13,83.07,5.38,725.38,49.86,39.12,16.67
S09,6,36,175266,180266,GESTURE,3,Wrist Flexion,0.914,12,82.79,4.29,726.67,39.96,20.06,0.00
S09,6,37,180266,185266,REST,-1,REST,0.051,14,85.10,5.60,708.00,46.80,29.19,0.00
S09,6,38,185266,190266,GESTURE,8,Tripod Grasp,1.000,13,84.47,5.53,713.23,46.72,26.99,8.33
S09,6,39,190266,195266,GESTURE,8,Tripod Grasp,0.674,12,81.21,6.19,743.33,62.48,46.32,27.27
S09,6,40,195266,200266,GESTURE,8,Tripod Grasp,0.930,14,87.42,9.66,694.86,80.44,30.84,7.69
S09,6,41,200266,205266,REST,-1,REST,0.049,13,86.07,6.38,700.92,54.18,33.93,8.33
S09,6,42,205266,210266,GESTURE,10,Flexion of Middle Finger,1.000,13,87.83,8.25,689.08,66.03,30.44,16.67
S09,6,43,210266,215266,GESTURE,10,Flexion of Middle Finger,0.672,14,89.46,2.98,671.43,22.88,21.84,0.00
S09,7,1,194,5194,REST,-1,REST,0.000,14,86.23,13.70,713.29,114.64,66.98,38.46
S09,7,2,5194,10194,REST,-1,REST,0.000,13,89.49,10.57,680.15,85.38,45.29,33.33
S09,7,3,10194,15194,REST,-1,REST,0.000,12,78.64,4.43,765.33,44.57,27.14,0.00
S09,7,4,15194,20194,REST,-1,REST,0.000,13,83.53,4.02,720.00,36.82,22.99,0.00
S09,7,5,20194,25194,REST,-1,REST,0.004,13,82.67,2.64,726.46,23.69,27.01,0.00
S09,7,6,25194,30194,GESTURE,3,Wrist Flexion,1.000,12,80.06,3.22,750.67,30.78,15.94,0.00
S09,7,7,30194,35194,GESTURE,3,Wrist Flexion,0.672,13,84.05,4.63,716.00,39.97,29.51,0.00
S09,7,8,35194,40194,GESTURE,3,Wrist Flexion,0.986,13,82.38,5.52,731.54,49.36,30.48,8.33
S09,7,9,40194,45194,REST,-1,REST,0.000,13,86.09,5.93,700.15,48.85,35.34,25.00
S09,7,10,45194,50194,GESTURE,10,Flexion of Middle Finger,0.986,12,80.75,6.99,748.50,65.98,40.43,27.27
S09,7,11,50194,55194,GESTURE,10,Flexion of Middle Finger,0.676,12,77.51,6.26,779.00,63.80,34.85,18.18
S09,7,12,55194,60194,GESTURE,10,Flexion of Middle Finger,1.000,14,85.32,7.57,709.43,72.90,32.06,15.38
S09,7,13,60194,65194,REST,-1,REST,0.003,12,84.85,4.26,709.00,39.59,23.67,0.00
S09,7,14,65194,70194,GESTURE,5,Pointing Index,0.961,14,88.91,6.62,678.71,53.85,24.04,0.00
S09,7,15,70194,75194,GESTURE,5,Pointing Index,0.668,13,83.86,3.37,716.62,29.50,27.39,0.00
S09,7,16,75194,80194,GESTURE,5,Pointing Index,1.000,12,81.06,4.76,742.67,44.18,28.54,9.09
S09,7,17,80194,85194,REST,-1,REST,0.024,13,79.61,3.19,754.92,32.11,21.67,0.00
S09,7,18,85194,90194,GESTURE,1,Hand Close,0.946,12,78.81,5.93,765.33,56.38,31.02,9.09
S09,7,19,90194,95194,GESTURE,1,Hand Close,0.671,13,84.95,4.61,708.46,40.91,26.89,0.00
S09,7,20,95194,100194,GESTURE,1,Hand Close,1.000,12,77.62,2.87,774.00,29.77,26.36,9.09
S09,7,21,100194,105194,REST,-1,REST,0.035,12,78.28,2.61,767.33,26.48,23.39,0.00
S09,7,22,105194,110194,GESTURE,4,Wrist Extension,0.931,12,81.01,2.53,741.33,23.61,25.07,9.09
S09,7,23,110194,115194,GESTURE,4,Wrist Extension,0.665,14,86.81,6.98,695.57,57.35,32.56,15.38
S09,7,24,115194,120194,GESTURE,4,Wrist Extension,1.000,12,81.34,5.48,741.00,51.72,29.84,9.09
S09,7,25,120194,125194,REST,-1,REST,0.068,12,78.47,9.46,776.00,98.46,36.13,18.18
S09,7,26,125194,130194,GESTURE,6,Cut Something,0.900,14,91.04,10.16,666.29,67.66,82.98,15.38
S09,7,27,130194,135194,GESTURE,6,Cut Something,0.678,12,75.56,4.00,796.33,44.16,41.19,27.27
S09,7,28,135194,140194,GESTURE,6,Cut Something,0.838,13,83.77,8.49,723.54,74.63,38.00,8.33
S09,7,29,140194,145194,REST,-1,REST,0.129,12,81.63,3.64,736.50,34.48,25.35,0.00
S09,7,30,145194,150194,GESTURE,9,Flexion of Thumb,1.000,13,82.79,5.69,728.31,54.09,35.85,16.67
S09,7,31,150194,155194,GESTURE,9,Flexion of Thumb,0.672,13,84.61,6.58,713.54,58.77,36.03,25.00
S09,7,32,155194,160194,GESTURE,9,Flexion of Thumb,0.857,12,78.71,5.76,766.17,55.32,33.94,18.18
S09,7,33,160194,165194,REST,-1,REST,0.118,12,75.52,5.14,798.00,54.37,41.42,18.18
S09,7,34,165194,170194,GESTURE,7,Flexion of Little Finger,1.000,12,80.71,3.13,744.50,29.87,35.52,18.18
S09,7,35,170194,175194,GESTURE,7,Flexion of Little Finger,0.670,13,83.87,3.87,716.92,35.29,24.68,8.33
S09,7,36,175194,180194,GESTURE,7,Flexion of Little Finger,0.874,13,84.03,5.17,716.77,46.45,20.25,8.33
S09,7,37,180194,185194,REST,-1,REST,0.099,12,79.55,8.41,762.83,85.16,39.29,18.18
S09,7,38,185194,190194,GESTURE,2,Hand Open,1.000,14,86.17,6.30,699.86,50.93,27.66,7.69
S09,7,39,190194,195194,GESTURE,2,Hand Open,0.666,12,78.17,4.10,769.67,42.08,30.82,0.00
S09,7,40,195194,200194,GESTURE,2,Hand Open,0.884,13,86.65,2.53,693.08,21.72,18.52,0.00
S09,7,41,200194,205194,REST,-1,REST,0.089,13,86.47,5.57,696.77,46.31,22.47,0.00
S09,7,42,205194,210194,GESTURE,8,Tripod Grasp,1.000,13,82.00,3.69,733.23,34.91,22.38,0.00
S09,7,43,210194,215194,GESTURE,8,Tripod Grasp,0.671,13,83.20,4.33,723.08,37.96,31.47,8.33
S09,8,1,188,5188,REST,-1,REST,0.000,12,78.51,3.12,765.50,34.55,41.49,9.09
S09,8,2,5188,10188,REST,-1,REST,0.000,13,83.91,4.95,717.54,44.05,39.15,25.00
S09,8,3,10188,15188,REST,-1,REST,0.000,13,81.23,2.76,739.54,26.38,21.67,0.00
S09,8,4,15188,20188,REST,-1,REST,0.000,13,84.92,9.19,715.38,85.18,36.66,16.67
S09,8,5,20188,25188,REST,-1,REST,0.000,13,84.26,6.00,715.69,53.28,32.32,16.67
S09,8,6,25188,30188,GESTURE,6,Cut Something,0.987,12,78.30,3.07,767.50,31.64,28.48,9.09
S09,8,7,30188,35188,GESTURE,6,Cut Something,0.670,13,84.69,10.01,718.46,88.37,35.51,33.33
S09,8,8,35188,40188,GESTURE,6,Cut Something,0.997,13,83.75,2.87,717.23,25.40,23.41,0.00
S09,8,9,40188,45188,REST,-1,REST,0.000,12,83.59,5.57,721.00,50.14,32.86,9.09
S09,8,10,45188,50188,GESTURE,3,Wrist Flexion,0.976,14,91.40,10.07,665.00,80.63,37.67,7.69
S09,8,11,50188,55188,GESTURE,3,Wrist Flexion,0.676,13,81.96,3.33,733.23,31.00,32.20,8.33
S09,8,12,55188,60188,GESTURE,3,Wrist Flexion,1.000,13,86.07,5.76,700.31,49.63,38.73,16.67
S09,8,13,60188,65188,REST,-1,REST,0.007,14,87.91,6.63,686.43,54.35,31.60,7.69
S09,8,14,65188,70188,GESTURE,8,Tripod Grasp,0.960,12,78.03,4.10,771.00,41.55,19.92,0.00
S09,8,15,70188,75188,GESTURE,8,Tripod Grasp,0.672,12,81.03,5.43,743.83,51.83,27.93,0.00
S09,8,16,75188,80188,GESTURE,8,Tripod Grasp,1.000,13,83.67,5.22,720.00,47.94,28.31,8.33
S09,8,17,80188,85188,REST,-1,REST,0.024,13,82.02,4.41,733.69,41.86,29.81,8.33
S09,8,18,85188,90188,GESTURE,4,Wrist Extension,0.953,13,88.84,7.13,680.00,60.04,31.93,16.67
S09,8,19,90188,95188,GESTURE,4,Wrist Extension,0.664,13,82.48,5.73,731.08,53.95,25.27,8.33
S09,8,20,95188,100188,GESTURE,4,Wrist Extension,1.000,13,82.68,3.74,727.23,34.84,22.70,0.00
S09,8,21,100188,105188,REST,-1,REST,0.032,12,80.36,3.19,747.83,30.80,25.75,9.09
S09,8,22,105188,110188,GESTURE,5,Pointing Index,0.930,12,78.06,4.36,771.00,43.88,32.45,0.00
S09,8,23,110188,115188,GESTURE,5,Pointing Index,0.670,13,81.20,7.12,744.92,71.76,41.31,33.33
S09,8,24,115188,120188,GESTURE,5,Pointing Index,1.000,12,80.96,3.72,742.67,36.30,19.61,0.00
S09,8,25,120188,125188,REST,-1,REST,0.062,13,81.58,3.41,736.77,31.96,21.20,0.00
S09,8,26,125188,130188,GESTURE,1,Hand Close,0.914,12,79.45,4.33,757.50,43.44,29.19,0.00
S09,8,27,130188,135188,GESTURE,1,Hand Close,0.670,13,84.47,1.79,710.62,15.88,11.72,0.00
S09,8,28,135188,140188,GESTURE,1,Hand Close,1.000,13,88.98,9.67,682.92,82.92,32.58,8.33
S09,8,29,140188,145188,REST,-1,REST,0.069,13,80.63,4.15,746.15,40.98,18.90,0.00
S09,8,30,145188,150188,GESTURE,2,Hand Open,0.904,13,86.29,2.96,696.15,25.36,24.91,8.33
S09,8,31,150188,155188,GESTURE,2,Hand Open,0.671,13,82.17,3.85,731.69,34.36,24.16,0.00
S09,8,32,155188,160188,GESTURE,2,Hand Open,1.000,13,87.35,6.89,691.23,57.37,27.53,8.33
S09,8,33,160188,165188,REST,-1,REST,0.084,15,94.35,3.83,636.93,26.11,17.54,0.00
S09,8,34,165188,170188,GESTURE,7,Flexion of Little Finger,0.886,16,102.16,6.60,589.88,40.94,23.66,6.67
S09,8,35,170188,175188,GESTURE,7,Flexion of Little Finger,0.676,13,89.36,18.14,699.38,143.91,54.19,25.00
S09,8,36,175188,180188,GESTURE,7,Flexion of Little Finger,1.000,14,91.62,10.97,665.00,88.34,26.86,7.69
S09,8,37,180188,185188,REST,-1,REST,0.081,16,99.06,6.23,608.12,39.89,20.78,0.00
S09,8,38,185188,190188,GESTURE,10,Flexion of Middle Finger,0.893,14,89.77,6.49,671.86,50.23,20.44,7.69
S09,8,39,190188,195188,GESTURE,10,Flexion of Middle Finger,0.670,13,85.92,2.73,699.08,23.80,26.77,8.33
S09,8,40,195188,200188,GESTURE,10,Flexion of Middle Finger,1.000,13,83.98,3.47,715.69,30.69,28.11,8.33
S09,8,41,200188,205188,REST,-1,REST,0.094,13,85.56,5.32,704.00,45.80,30.32,16.67
S09,8,42,205188,210188,GESTURE,9,Flexion of Thumb,0.873,14,86.68,4.27,693.86,34.97,24.12,7.69
S09,8,43,210188,215188,GESTURE,9,Flexion of Thumb,0.671,13,84.41,7.41,716.31,65.44,30.66,16.67
S09,8,44,215188,220188,GESTURE,9,Flexion of Thumb,1.000,13,89.93,7.68,672.15,60.36,32.36,8.33
S09,9,1,461,5461,REST,-1,REST,0.000,13,80.42,4.64,748.62,45.81,19.87,0.00
S09,9,2,5461,10461,REST,-1,REST,0.000,14,91.60,11.64,666.00,89.64,43.87,30.77
S09,9,3,10461,15461,REST,-1,REST,0.000,13,87.41,5.48,689.08,44.66,25.01,0.00
S09,9,4,15461,20461,REST,-1,REST,0.000,12,75.77,5.23,795.67,56.70,29.58,9.09
S09,9,5,20461,25461,REST,-1,REST,0.048,13,84.32,2.49,712.15,21.66,16.10,0.00
S09,9,6,25461,30461,GESTURE,10,Flexion of Middle Finger,1.000,12,79.20,7.27,763.67,69.07,31.04,9.09
S09,9,7,30461,35461,GESTURE,10,Flexion of Middle Finger,0.666,12,81.44,5.40,740.00,50.88,38.06,18.18
S09,9,8,35461,40461,GESTURE,10,Flexion of Middle Finger,0.948,13,83.73,2.61,717.23,22.75,19.39,0.00
S09,9,9,40461,45461,REST,-1,REST,0.000,13,84.63,6.34,712.92,54.76,22.64,8.33
S09,9,10,45461,50461,GESTURE,7,Flexion of Little Finger,0.983,13,86.27,8.82,703.23,79.22,30.01,0.00
S09,9,11,50461,55461,GESTURE,7,Flexion of Little Finger,0.669,13,83.63,3.74,718.92,34.75,30.68,16.67
S09,9,12,55461,60461,GESTURE,7,Flexion of Little Finger,1.000,13,83.17,6.55,725.85,58.42,34.14,16.67
S09,9,13,60461,65461,REST,-1,REST,0.004,12,80.77,5.23,746.00,51.21,31.36,18.18
S09,9,14,65461,70461,GESTURE,1,Hand Close,0.966,12,77.54,4.45,776.33,47.13,30.36,0.00
S09,9,15,70461,75461,GESTURE,1,Hand Close,0.670,12,78.41,5.08,768.33,50.50,37.84,18.18
S09,9,16,75461,80461,GESTURE,1,Hand Close,1.000,13,80.86,3.41,743.38,33.01,27.02,0.00
S09,9,17,80461,85461,REST,-1,REST,0.017,12,82.33,5.46,732.00,50.71,29.99,18.18
S09,9,18,85461,90461,GESTURE,3,Wrist Flexion,0.957,13,82.15,6.39,734.77,59.20,34.76,16.67
S09,9,19,90461,95461,GESTURE,3,Wrist Flexion,0.669,13,83.28,6.07,724.46,56.84,29.78,16.67
S09,9,20,95461,100461,GESTURE,3,Wrist Flexion,1.000,13,86.36,10.35,705.38,92.38,43.96,16.67
S09,9,21,100461,105461,REST,-1,REST,0.028,13,86.17,3.87,697.85,35.90,25.81,8.33
S09,9,22,105461,110461,GESTURE,8,Tripod Grasp,0.938,13,84.35,4.20,713.08,36.25,27.83,8.33
S09,9,23,110461,115461,GESTURE,8,Tripod Grasp,0.679,13,82.78,2.06,725.23,18.97,16.13,0.00
S09,9,24,115461,120461,GESTURE,8,Tripod Grasp,1.000,13,84.89,5.52,709.69,45.95,27.02,8.33
S09,9,25,120461,125461,REST,-1,REST,0.032,12,82.08,4.81,733.67,47.36,32.94,9.09
S09,9,26,125461,130461,GESTURE,9,Flexion of Thumb,0.938,13,85.24,10.96,716.62,103.52,51.31,25.00
S09,9,27,130461,135461,GESTURE,9,Flexion of Thumb,0.677,12,75.81,3.90,793.50,42.13,19.42,0.00
S09,9,28,135461,140461,GESTURE,9,Flexion of Thumb,1.000,13,84.76,6.63,712.00,55.34,24.12,8.33
S09,9,29,140461,145461,REST,-1,REST,0.051,13,85.48,4.65,704.15,43.19,31.83,8.33
S09,9,30,145461,150461,GESTURE,6,Cut Something,0.927,11,74.74,5.09,806.55,58.21,20.88,0.00
S09,9,31,150461,155461,GESTURE,6,Cut Something,0.678,12,78.24,2.51,767.67,25.40,20.30,0.00
S09,9,32,155461,160461,GESTURE,6,Cut Something,1.000,13,81.13,3.32,740.77,31.64,23.22,0.00
S09,9,33,160461,165461,REST,-1,REST,0.054,13,86.34,5.91,698.15,49.28,24.77,0.00
S09,9,34,165461,170461,GESTURE,2,Hand Open,0.923,13,84.77,4.20,709.54,37.07,19.35,0.00
S09,9,35,170461,175461,GESTURE,2,Hand Open,0.665,13,83.58,6.05,721.54,53.32,28.07,8.33
S09,9,36,175461,180461,GESTURE,2,Hand Open,1.000,14,87.45,5.49,688.86,46.00,22.81,0.00
S09,9,37,180461,185461,REST,-1,REST,0.065,12,82.89,8.29,732.17,87.35,51.56,18.18
S09,9,38,185461,190461,GESTURE,5,Pointing Index,0.900,12,77.64,5.89,777.33,62.00,32.45,18.18
S09,9,39,190461,195461,GESTURE,5,Pointing Index,0.671,13,84.86,5.31,709.85,46.75,28.25,16.67
S09,9,40,195461,200461,GESTURE,5,Pointing Index,1.000,13,83.13,7.84,728.46,74.10,29.34,8.33
S09,9,41,200461,205461,REST,-1,REST,0.092,12,79.29,4.34,759.00,43.09,28.64,9.09
S09,9,42,205461,210461,GESTURE,4,Wrist Extension,0.882,13,85.00,8.14,712.15,68.40,33.19,8.33
S09,9,43,210461,215461,GESTURE,4,Wrist Extension,0.665,14,90.27,11.65,675.57,87.78,31.86,15.38
S09,9,44,215461,220461,GESTURE,4,Wrist Extension,1.000,12,80.27,6.13,751.67,57.71,34.56,9.09
S09,10,1,434,5434,REST,-1,REST,0.000,14,84.27,3.54,713.29,31.94,24.34,0.00
S09,10,2,5434,10434,REST,-1,REST,0.000,13,87.47,2.76,686.62,22.31,19.77,0.00
S09,10,3,10434,15434,REST,-1,REST,0.000,13,83.32,5.20,722.92,47.18,28.91,8.33
S09,10,4,15434,20434,REST,-1,REST,0.000,13,81.99,1.47,732.00,13.66,12.70,0.00
S09,10,5,20434,25434,REST,-1,REST,0.047,13,88.89,2.10,675.38,16.76,16.69,0.00
S09,10,6,25434,30434,GESTURE,4,Wrist Extension,1.000,14,86.52,4.59,695.43,37.94,26.74,0.00
S09,10,7,30434,35434,GESTURE,4,Wrist Extension,0.670,12,79.38,8.35,764.33,84.06,43.16,27.27
S09,10,8,35434,40434,GESTURE,4,Wrist Extension,0.940,13,86.48,3.71,695.08,31.28,22.39,0.00
S09,10,9,40434,45434,REST,-1,REST,0.035,13,82.35,3.64,730.00,32.85,28.16,8.33
S09,10,10,45434,50434,GESTURE,5,Pointing Index,1.000,13,83.33,2.89,720.92,25.89,26.58,8.33
S09,10,11,50434,55434,GESTURE,5,Pointing Index,0.672,13,84.55,3.11,710.62,28.10,22.43,8.33
S09,10,12,55434,60434,GESTURE,5,Pointing Index,0.946,14,88.56,2.40,678.00,19.37,21.03,0.00
S09,10,13,60434,65434,REST,-1,REST,0.024,14,91.63,5.75,657.57,45.61,29.15,15.38
S09,10,14,65434,70434,GESTURE,3,Wrist Flexion,1.000,12,78.61,2.70,764.17,28.21,21.69,0.00
S09,10,15,70434,75434,GESTURE,3,Wrist Flexion,0.674,12,81.32,2.68,738.67,26.55,13.62,0.00
S09,10,16,75434,80434,GESTURE,3,Wrist Flexion,0.967,13,79.18,2.47,758.46,24.66,25.22,0.00
S09,10,17,80434,85434,REST,-1,REST,0.004,12,81.74,4.19,736.00,40.40,27.93,18.18
S09,10,18,85434,90434,GESTURE,6,Cut Something,1.000,13,82.34,6.85,733.69,62.85,33.05,8.33
S09,10,19,90434,95434,GESTURE,6,Cut Something,0.672,14,88.40,5.25,681.29,44.13,21.39,0.00
S09,10,20,95434,100434,GESTURE,6,Cut Something,0.980,13,85.01,9.02,714.15,81.85,32.73,8.33
S09,10,21,100434,105434,REST,-1,REST,0.000,13,84.97,2.13,706.62,18.84,16.99,0.00
S09,10,22,105434,110434,GESTURE,8,Tripod Grasp,0.992,14,89.95,3.38,668.00,26.59,16.44,0.00
S09,10,23,110434,115434,GESTURE,8,Tripod Grasp,0.672,13,85.86,7.21,703.85,62.19,33.39,16.67
S09,10,24,115434,120434,GESTURE,8,Tripod Grasp,1.000,13,84.22,4.24,714.15,36.12,24.68,0.00
S09,10,25,120434,125434,REST,-1,REST,0.001,12,78.14,7.73,775.17,77.61,31.43,18.18
S09,10,26,125434,130434,GESTURE,9,Flexion of Thumb,0.966,13,85.58,4.70,703.23,40.39,32.06,8.33
S09,10,27,130434,135434,GESTURE,9,Flexion of Thumb,0.674,13,82.43,7.45,734.00,70.36,38.48,16.67
S09,10,28,135434,140434,GESTURE,9,Flexion of Thumb,1.000,14,87.91,2.62,683.14,20.66,11.33,0.00
S09,10,29,140434,145434,REST,-1,REST,0.014,13,86.38,3.59,695.85,31.07,28.05,8.33
S09,10,30,145434,150434,GESTURE,10,Flexion of Middle Finger,0.956,12,82.46,13.62,748.17,130.76,53.68,36.36
S09,10,31,150434,155434,GESTURE,10,Flexion of Middle Finger,0.675,13,82.17,3.89,731.85,36.31,24.95,0.00
S09,10,32,155434,160434,GESTURE,10,Flexion of Middle Finger,1.000,12,80.24,1.53,748.00,14.89,15.40,0.00
S09,10,33,160434,165434,REST,-1,REST,0.020,13,83.40,2.86,720.31,25.64,26.34,8.33
S09,10,34,165434,170434,GESTURE,1,Hand Close,0.953,13,83.23,5.78,724.46,53.75,28.84,8.33
S09,10,35,170434,175434,GESTURE,1,Hand Close,0.671,13,82.05,3.96,732.92,36.47,18.28,0.00
S09,10,36,175434,180434,GESTURE,1,Hand Close,1.000,13,84.12,2.13,713.69,18.95,21.23,0.00
S09,10,37,180434,185434,REST,-1,REST,0.030,13,91.68,8.41,660.00,62.74,34.91,16.67
S09,10,38,185434,190434,GESTURE,7,Flexion of Little Finger,0.939,13,83.72,8.32,723.69,73.79,39.19,25.00
S09,10,39,190434,195434,GESTURE,7,Flexion of Little Finger,0.668,13,82.85,3.51,725.54,32.00,21.32,8.33
S09,10,40,195434,200434,GESTURE,7,Flexion of Little Finger,1.000,14,88.83,6.24,678.86,50.57,33.30,15.38
S09,10,41,200434,205434,REST,-1,REST,0.055,15,95.44,5.61,630.93,39.49,23.23,7.14
S09,10,42,205434,210434,GESTURE,2,Hand Open,0.915,12,78.42,5.71,769.33,60.48,32.82,18.18
S09,10,43,210434,215434,GESTURE,2,Hand Open,0.673,13,85.42,10.05,712.46,89.26,42.16,25.00
S09,10,44,215434,220434,GESTURE,2,Hand Open,1.000,11,75.55,10.50,809.09,112.71,46.09,40.00
S10,1,1,273,5273,REST,-1,REST,0.000,13,81.64,4.59,737.38,46.13,22.99,0.00
S10,1,2,5273,10273,REST,-1,REST,0.000,12,77.21,3.23,778.50,34.01,20.39,0.00
S10,1,3,10273,15273,REST,-1,REST,0.000,12,79.07,1.95,759.33,19.90,19.44,0.00
S10,1,4,15273,20273,REST,-1,REST,0.000,13,82.87,6.79,729.08,64.40,35.92,16.67
S10,1,5,20273,25273,REST,-1,REST,0.006,13,84.18,5.67,716.00,50.52,33.96,16.67
S10,1,6,25273,30273,GESTURE,4,Wrist Extension,1.000,13,84.31,4.23,713.54,38.22,28.61,8.33
S10,1,7,30273,35273,GESTURE,4,Wrist Extension,0.668,12,81.16,5.94,743.17,56.01,29.25,0.00
